_id,total_spent,invoice_count,AOV
14769,10641.6,10,1064.16
16284,823.97,2,411.985
14794,1272.11,9,141.34555555555553
13117,984.91,8,123.11375
14242,280.54999999999995,2,140.27499999999998
13314,578.66,4,144.665
15958,104.35,1,104.35
14261,1163.45,2,581.725
16134,603.69,3,201.23000000000002
17510,308.48,1,308.48
14603,660,1,660
15864,1769.78,8,221.2225
17969,228.2,2,114.1
12870,-14.899999999999999,1,-14.899999999999999
14619,379.51,2,189.755
14437,-43.400000000000006,2,-21.700000000000003
12822,918.98,3,306.32666666666665
14702,3250.64,18,180.5911111111111
13566,874.71,2,437.355
16952,167.61,2,83.805
15142,498.74,1,498.74
13900,740.95,3,246.98333333333335
18104,754.64,1,754.64
14890,125.65,1,125.65
17659,2954.75,14,211.05357142857142
14284,578.4499999999999,3,192.81666666666663
12483,2327.13,13,179.01000000000002
13983,2590.46,13,199.26615384615386
13637,810.5,3,270.1666666666667
14527,7711.38,86,89.66720930232559
14624,225.85,2,112.925
15847,389.27,2,194.635
15904,164.68,1,164.68
14518,174.37,1,174.37
17771,245.81,2,122.905
13034,642.77,2,321.385
15852,160.71,2,80.355
13364,2.842170943040401e-14,2,1.4210854715202004e-14
13148,3348.48,17,196.96941176470588
15385,316.88,1,316.88
15197,656.4399999999999,5,131.28799999999998
18146,160.35000000000002,2,80.17500000000001
15088,1140.27,3,380.09
13650,1809.3400000000001,7,258.4771428571429
15764,3245.4700000000003,10,324.547
17040,449.73,1,449.73
15554,217.2,1,217.2
13826,174.65,2,87.325
14015,917.34,1,917.34
13126,2056.29,10,205.629
16778,245.94,2,122.97
16030,331.24,1,331.24
13684,64.23,2,32.115
17197,1013.01,1,1013.01
13791,1047.68,3,349.2266666666667
15508,1000.27,6,166.71166666666667
18008,2116.19,9,235.13222222222223
12414,562.41,3,187.47
14264,319.47,3,106.49000000000001
14866,14197.45,13,1092.1115384615384
15525,811.02,4,202.755
17011,270.9,1,270.9
16198,400.68100000000004,1,400.68100000000004
18099,168.31,1,168.31
17720,1195.94,4,298.985
15528,229.33,1,229.33
15135,127.15,2,63.575
12637,5953.25,10,595.325
18055,6752.14,11,613.8309090909091
13208,1205.9,7,172.27142857142857
13722,2369.16,4,592.29
17071,2385.48,14,170.39142857142858
15119,266.40000000000003,1,266.40000000000003
13919,350.16,3,116.72000000000001
13558,605.06,4,151.265
16279,1496.68,4,374.17
16730,702.79,4,175.6975
12349,1757.55,1,1757.55
16293,2236.7400000000002,12,186.395
13341,775.85,1,775.85
12997,1197.94,7,171.1342857142857
16589,459.24,3,153.08
16960,507.05,3,169.01666666666668
16998,287.02000000000004,6,47.83666666666667
16755,1484.63,5,296.92600000000004
16951,1262.75,4,315.6875
16424,82.56,2,41.28
17958,508.4599999999999,1,508.4599999999999
12694,869.6700000000001,2,434.83500000000004
16105,336.96,1,336.96
16776,388.28,1,388.28
17582,175.27,1,175.27
17791,106.1,1,106.1
13856,363.4,5,72.67999999999999
17935,145.79,2,72.895
18277,97.63,2,48.815
17383,199.29,1,199.29
12966,160.18,1,160.18
12775,1351.24,6,225.20666666666668
15062,987.86,4,246.965
16808,288.42,2,144.21
15901,363.88,3,121.29333333333334
15986,168.12,1,168.12
14496,538.8100000000001,2,269.40500000000003
15043,537,1,537
12647,3669.92,13,282.3015384615385
18193,212.95999999999998,3,70.98666666666666
17914,336.43,1,336.43
14276,1019.39,5,203.878
16372,367.93,2,183.965
15963,470.76,2,235.38
15090,381.32,1,381.32
15260,1780.77,8,222.59625
17735,13110.02,19,690.001052631579
14426,3918.9,16,244.93125
14828,2139.76,3,713.2533333333334
12477,13117.009999999998,9,1457.4455555555553
18067,396.33,1,396.33
13455,1007.35,4,251.8375
17221,335.13,2,167.565
17351,587.15,3,195.71666666666667
13116,485.19,2,242.595
12627,4478.53,7,639.79
15266,119.3,1,119.3
15951,669.57,3,223.19000000000003
16117,232.21,1,232.21
13518,659.4399999999999,1,659.4399999999999
15637,223.36,1,223.36
14110,5669.65,13,436.12692307692305
16852,144.91,2,72.455
17588,1240.2,3,413.40000000000003
15967,418.83000000000004,2,209.41500000000002
15730,1108.38,4,277.095
14309,2319.6800000000003,10,231.96800000000002
13285,2709.12,4,677.28
14819,272.07,2,136.035
16826,341.7,1,341.7
13405,572.451,3,190.817
14623,869.35,6,144.89166666666668
18251,4314.72,1,4314.72
12944,604.51,2,302.255
14111,688.6,5,137.72
13389,797.96,3,265.9866666666667
12472,6229.48,13,479.1907692307692
15990,792.11,2,396.055
13227,257.7,1,257.7
13366,56.160000000000004,1,56.160000000000004
14352,1078.96,4,269.74
14888,369.2,1,369.2
17664,604.64,2,302.32
12362,5154.58,13,396.50615384615384
12695,582.1,4,145.525
13359,431.26,2,215.63
14463,529.62,3,176.54
17704,885.19,2,442.595
14676,2543.24,8,317.905
16305,361.21999999999997,1,361.21999999999997
15370,2360.5499999999997,8,295.06874999999997
13260,557.62,1,557.62
17109,869.6800000000001,8,108.71000000000001
16256,732.6300000000001,2,366.31500000000005
16210,21086.300000000003,18,1171.4611111111112
17119,593.61,3,197.87
14201,688.04,9,76.44888888888889
13752,1186.28,6,197.71333333333334
13782,912,6,152
17234,149.89,1,149.89
12703,274.7,2,137.35
16339,109.95,1,109.95
16582,313.62,1,313.62
17857,26763.34,25,1070.5336
16634,217.9,2,108.95
14333,351.45,2,175.725
18204,1979.3,4,494.825
16379,2131.9,5,426.38
15434,997.48,6,166.24666666666667
13136,2545.38,11,231.39818181818183
15028,627.13,4,156.7825
17655,2571.74,8,321.4675
13850,1586.81,2,793.405
16240,3693.81,5,738.762
15179,2186.2,7,312.3142857142857
15422,97.7,2,48.85
13700,2265.12,10,226.512
14644,780.46,4,195.115
13351,373.94,1,373.94
14465,1058.62,3,352.8733333333333
12891,331,3,110.33333333333333
17537,897.6200000000001,2,448.81000000000006
14053,260.25,2,130.125
16412,151.83,1,151.83
12674,1919.31,7,274.1871428571429
12651,114,1,114
16036,758.9200000000001,2,379.46000000000004
17620,81.44,1,81.44
12436,509.01,1,509.01
17897,541.1,4,135.275
12995,200.72,2,100.36
17201,342.63,1,342.63
18189,1084.3400000000001,3,361.4466666666667
15774,270.8,1,270.8
15361,418.92,1,418.92
17148,124.88,1,124.88
15136,1282.45,5,256.49
15428,93.78,1,93.78
12904,509.58,2,254.79
14329,4928.74,14,352.05285714285714
13985,7024.53,16,439.033125
17010,185.46,2,92.73
16654,594.97,5,118.994
15806,784.58,3,261.5266666666667
12916,2982.35,5,596.47
16682,1028,5,205.6
14145,3148.2,5,629.64
17912,295.61,6,49.26833333333334
17370,446.18,4,111.545
13284,196.15,2,98.075
17542,170.75,1,170.75
16414,126.25,2,63.125
17381,20272.43,30,675.7476666666666
15167,163,1,163
15203,1827.8,6,304.6333333333333
14985,296.75,2,148.375
14077,499.41999999999996,5,99.88399999999999
13092,459.83,6,76.63833333333334
17242,1135.04,2,567.52
17849,605.8,4,151.45
14704,1546.91,9,171.8788888888889
15274,716.57,2,358.285
14923,749.1,1,749.1
18106,430.7,1,430.7
13422,2601.55,2,1300.775
17356,178.22,1,178.22
17375,372.5,4,93.125
18030,220.7,3,73.56666666666666
15547,4954.84,14,353.9171428571429
18014,166.42,1,166.42
16031,548.94,2,274.47
13280,814.86,3,271.62
15659,306.45,1,306.45
13956,1026.42,5,205.28400000000002
14834,1698.35,8,212.29375
12547,207.8,2,103.9
14210,1900.89,7,271.5557142857143
13670,349.7,1,349.7
16656,8568.24,21,408.01142857142855
12551,168,1,168
12759,1531.44,3,510.48
17986,20.8,1,20.8
14544,2024.45,2,1012.225
15054,302.1,2,151.05
14780,447.68,2,223.84
14377,617.05,2,308.525
13235,101.16999999999996,2,50.58499999999998
15412,190.53,1,190.53
18119,181.12,1,181.12
13044,560.47,1,560.47
13809,155.05,1,155.05
15264,393.74,1,393.74
12630,1270.88,2,635.44
16187,6841.24,17,402.4258823529412
12631,640.5,1,640.5
18123,589.4399999999999,2,294.71999999999997
16205,761.38,4,190.345
14896,468.77000000000004,2,234.38500000000002
13033,190.55,1,190.55
18078,336.13,2,168.065
14229,1450.6,5,290.12
17675,20098.1,41,490.19756097560975
16172,1140.21,5,228.042
15543,127.86,1,127.86
16235,858.41,6,143.06833333333333
16504,484.38,1,484.38
17517,153.94,1,153.94
15367,1867.69,5,373.538
17749,674.52,2,337.26
14932,363.53,1,363.53
15561,722.74,5,144.548
13988,4098.799999999999,9,455.42222222222216
14806,193.39,1,193.39
13363,992.5,2,496.25
16041,3166.4,3,1055.4666666666667
16676,1558.72,5,311.744
15985,1037.42,3,345.8066666666667
17646,995.6600000000001,4,248.91500000000002
16054,783.9,1,783.9
17970,582.59,1,582.59
18240,422.58,1,422.58
14957,58.489999999999995,1,58.489999999999995
13801,324.8,1,324.8
16350,1100.47,5,220.094
16556,3313.79,7,473.3985714285714
14988,334.54,1,334.54
14759,1625.97,3,541.99
13118,1125,7,160.71428571428572
13061,248.61,1,248.61
13816,555.04,4,138.76
15275,609.1899999999999,2,304.59499999999997
13882,1131.28,6,188.54666666666665
16120,1294.14,5,258.82800000000003
12447,476.49,1,476.49
14540,996.26,3,332.08666666666664
15079,893.6600000000001,5,178.73200000000003
12577,595.4,4,148.85
16368,497.43000000000006,2,248.71500000000003
13328,1308.48,1,1308.48
12935,2156.45,8,269.55625
13308,1367.6100000000001,4,341.90250000000003
16092,779.36,5,155.872
15399,815.77,3,271.92333333333335
13781,127.84,1,127.84
17674,551.04,2,275.52
16997,702,3,234
17135,1139.73,7,162.81857142857143
14339,289.90999999999997,4,72.47749999999999
16114,135.75000000000003,1,135.75000000000003
15527,2348.82,10,234.882
17746,98.8,2,49.4
17059,3095.04,5,619.008
14701,2486.2200000000003,12,207.18500000000003
14023,584.0699999999999,2,292.03499999999997
13819,1140.35,3,380.1166666666666
15891,524.52,1,524.52
16592,4073.28,19,214.38315789473685
14040,3542.19,15,236.14600000000002
14572,2803.69,10,280.369
17722,2380.6400000000003,6,396.77333333333337
15296,3610.31,10,361.031
13592,247.95999999999998,4,61.989999999999995
14066,152.55,1,152.55
12530,1623.63,5,324.726
16274,357.95,1,357.95
13479,291,3,97
17738,1863.35,5,372.66999999999996
13095,74.39999999999999,1,74.39999999999999
17053,496.38,2,248.19
14851,511.35,2,255.675
15615,10360.039999999999,27,383.70518518518514
15785,2303.75,8,287.96875
14027,104.82,1,104.82
17214,984.12,7,140.58857142857144
15744,34.8,1,34.8
15652,337.74,1,337.74
15099,410.48,1,410.48
17297,131.78,1,131.78
12390,549.84,1,549.84
16343,370.48,2,185.24
18171,1208.51,7,172.6442857142857
13799,688.8599999999999,2,344.42999999999995
18184,49.8,1,49.8
14745,1167.16,6,194.52666666666667
13708,296.88,1,296.88
15107,247.66,8,30.9575
18222,443,1,443
12951,1042.0700000000002,8,130.25875000000002
14936,8117.42,9,901.9355555555555
13931,1230.93,3,410.31
17947,176.68,1,176.68
14130,483.86,1,483.86
16533,1026.94,5,205.388
15157,1869.5,5,373.9
17990,630.84,3,210.28
16464,1314.68,3,438.2266666666667
16181,305.54,1,305.54
16550,2266.25,9,251.80555555555554
16364,707.04,2,353.52
14448,375.35,2,187.675
16275,559.87,1,559.87
13514,152.20000000000002,1,152.20000000000002
13093,7741.47,13,595.4976923076923
12987,545,3,181.66666666666666
17633,1242.3400000000001,6,207.0566666666667
18160,638.06,2,319.03
12591,452.85,1,452.85
16642,679.83,3,226.61
13925,616.65,6,102.77499999999999
13030,799.48,2,399.74
13130,64,1,64
16721,292.47,1,292.47
17545,645.96,3,215.32000000000002
15898,1384.68,6,230.78
18203,160.42000000000002,1,160.42000000000002
17364,4455.7300000000005,12,371.3108333333334
13012,1311.6200000000001,11,119.23818181818183
17685,3191.53,7,455.9328571428572
15649,816,2,408
18268,0,2,0
17460,452.63,8,56.57875
12363,552,2,276
17107,10380.43,7,1482.9185714285716
15498,12396.46,35,354.1845714285714
15827,1641.48,20,82.074
15322,602.9699999999999,2,301.48499999999996
18147,179.33999999999997,2,89.66999999999999
15472,371.56,1,371.56
17301,197.63,1,197.63
14681,498.95,3,166.31666666666666
13539,605.84,4,151.46
15745,1071.24,6,178.54
14804,353.27,1,353.27
12816,572.2,2,286.1
15366,602.51,2,301.255
17054,1353.83,6,225.63833333333332
12421,806.27,5,161.254
14223,975.23,4,243.8075
13321,567.36,2,283.68
17757,5585.49,31,180.17709677419353
12388,2780.6600000000003,6,463.4433333333334
14631,1006.98,3,335.66
13763,1689.46,3,563.1533333333333
17527,888.86,6,148.14333333333335
13579,467.03999999999996,2,233.51999999999998
17266,310.64,3,103.54666666666667
15602,1083.6299999999999,15,72.24199999999999
15802,-451.42,3,-150.47333333333333
17287,1064.1100000000001,7,152.0157142857143
14326,166.85,2,83.425
16856,35.400000000000006,1,35.400000000000006
16448,188.89000000000001,1,188.89000000000001
16133,14305.66,46,310.99260869565217
13491,1215.82,10,121.582
17781,188.01999999999998,2,94.00999999999999
15500,1131.56,4,282.89
14543,2916.17,21,138.8652380952381
16110,1337.48,3,445.82666666666665
18045,189.4,1,189.4
16018,408.9,2,204.45
13317,2140.07,9,237.78555555555556
16506,90.30000000000001,2,45.150000000000006
17024,95.85,3,31.95
17017,8574.109999999999,27,317.55962962962957
13697,151.29999999999998,1,151.29999999999998
14713,2664.26,12,222.02166666666668
14387,1770.56,3,590.1866666666666
13173,353.65,2,176.825
16201,1821.52,5,364.304
15224,310.48,3,103.49333333333334
16881,432,1,432
17133,4892.24,7,698.8914285714285
17905,800.24,4,200.06
15235,2247.51,12,187.29250000000002
14052,225.36,1,225.36
13373,3312.25,3,1104.0833333333333
17243,8628.55,30,287.6183333333333
16186,3991.94,13,307.0723076923077
15033,2571.02,11,233.7290909090909
18161,1612.79,6,268.79833333333335
15369,-1592.49,1,-1592.49
16587,225.15,1,225.15
13154,-611.86,1,-611.86
16929,1295.39,7,185.0557142857143
18227,93.75,1,93.75
17669,3406.7200000000003,7,486.67428571428576
16236,432.2,1,432.2
14143,115.8,1,115.8
17608,193.42000000000002,2,96.71000000000001
17302,1119.93,6,186.655
16135,517.55,1,517.55
16445,230.51,1,230.51
17829,889.24,1,889.24
16697,112.75,1,112.75
13978,196.79000000000002,2,98.39500000000001
14770,876.42,2,438.21
17095,1088.2,6,181.36666666666667
17486,396.87,1,396.87
17956,12.75,1,12.75
16835,180.85,2,90.425
17293,1875.11,9,208.34555555555553
14150,658.6400000000001,2,329.32000000000005
15300,496.44,1,496.44
14450,483.25,3,161.08333333333334
13630,1995.6799999999998,11,181.42545454545453
13062,346.98,1,346.98
17550,267.15999999999997,3,89.05333333333333
18158,451.75,3,150.58333333333334
13990,311.3,1,311.3
14716,329.68,2,164.84
15067,1744.7599999999998,3,581.5866666666666
13294,873.74,2,436.87
13055,1201.96,4,300.49
16145,3741.98,18,207.88777777777779
15738,4788.77,19,252.0405263157895
14413,122.7,1,122.7
18001,417.23,2,208.615
13536,3448.29,7,492.61285714285714
18087,3770.1199999999994,4,942.5299999999999
14075,942.26,3,314.08666666666664
16206,537.06,4,134.265
16233,422.13,5,84.426
16752,207.5,1,207.5
14375,257.68,1,257.68
13428,218.47,1,218.47
16660,810.4499999999999,5,162.08999999999997
14662,771.1700000000001,4,192.79250000000002
16319,404.40000000000003,1,404.40000000000003
16871,2761.49,7,394.4985714285714
17806,546.04,1,546.04
14373,76.55,1,76.55
12422,803.56,3,267.8533333333333
17841,40340.78,169,238.70284023668637
16053,1511.95,2,755.975
12592,437.6,2,218.8
12863,504.20000000000005,2,252.10000000000002
15437,200.16,1,200.16
14036,626.65,1,626.65
17278,246.04,1,246.04
14913,1227.43,4,306.8575
13212,780.58,4,195.145
13193,117.88,1,117.88
12408,2842.5699999999997,9,315.8411111111111
15578,127.1,1,127.1
16996,1427.46,9,158.60666666666668
15514,2963.19,13,227.93769230769232
15027,1051.9499999999998,6,175.32499999999996
15223,454.9,3,151.63333333333333
15466,334.53,1,334.53
17411,748.94,4,187.235
13258,698.58,3,232.86
15039,19786.440000000002,52,380.5084615384616
15257,232.14999999999998,2,116.07499999999999
14138,982.3800000000001,2,491.19000000000005
13862,2187.31,10,218.731
16183,338.71000000000004,1,338.71000000000004
16123,307.78,1,307.78
18215,299.34000000000003,1,299.34000000000003
12500,4206.27,13,323.5592307692308
13899,388.52,2,194.26
16248,152.94,1,152.94
16005,615.39,4,153.8475
12484,4495.27,8,561.90875
15272,721.94,2,360.97
12518,2056.89,5,411.378
15912,264.62,2,132.31
12397,2409.8999999999996,2,1204.9499999999998
13080,58.08,1,58.08
14738,1289.94,9,143.32666666666668
15058,2124.9900000000002,11,193.18090909090913
16728,1054.67,4,263.6675
13158,1201.06,4,300.265
18211,600.0699999999999,5,120.01399999999998
17354,1393.06,1,1393.06
13924,1682.08,11,152.91636363636363
14997,540.98,4,135.245
17946,149.57999999999998,2,74.78999999999999
15938,404.58000000000004,5,80.91600000000001
14250,1904.05,3,634.6833333333333
13504,295.93,1,295.93
18077,2633.01,11,239.36454545454546
14689,112.8,1,112.8
12924,929.95,5,185.99
12942,683.9,3,227.96666666666667
16122,684.4200000000001,4,171.10500000000002
13583,781.03,1,781.03
14441,1545.14,10,154.514
14646,279489.02,77,3629.727532467533
12923,176.97,1,176.97
15625,1504.56,8,188.07
17602,5050.77,8,631.34625
17337,1944.32,7,277.76
17535,164.4,1,164.4
14127,709.71,3,236.57000000000002
18150,566.58,3,188.86
13627,1624.02,7,232.00285714285715
14816,271.85,1,271.85
18022,668.11,1,668.11
15429,364.9,3,121.63333333333333
17307,-152.64000000000001,1,-152.64000000000001
15344,476.58,5,95.316
15189,15802.14,53,298.15358490566035
12854,1289.15,5,257.83000000000004
13932,307.4,1,307.4
15213,325.05,3,108.35000000000001
18080,1231.5,2,615.75
17426,5022.26,7,717.4657142857143
13142,307.09,1,307.09
15419,135.85999999999999,1,135.85999999999999
14761,255.9,2,127.95
14108,594.16,3,198.0533333333333
12831,215.04999999999998,1,215.04999999999998
12688,4873.81,1,4873.81
17702,1719.72,6,286.62
14756,738.96,1,738.96
16917,391.52,1,391.52
17443,534.24,1,534.24
13725,1809.81,11,164.52818181818182
16311,616.26,2,308.13
17937,4301.22,7,614.46
13984,488.03,6,81.33833333333332
15057,1489.5,2,744.75
17449,2504.86,8,313.1075
16714,911.53,4,227.8825
13755,2154.6800000000003,10,215.46800000000002
12902,138.68,1,138.68
13644,2597.52,5,519.504
14246,1474.06,3,491.3533333333333
14632,114.56,1,114.56
17783,283.47,2,141.735
16341,1959.38,6,326.56333333333333
13849,1537.9499999999998,2,768.9749999999999
16010,407.5,3,135.83333333333334
18061,2119.41,10,211.94099999999997
15740,154.88,1,154.88
13823,957.66,2,478.83
14739,3899.1,8,487.3875
15276,135.31,1,135.31
16342,322.40999999999997,4,80.60249999999999
13108,350.06,1,350.06
13159,1379.75,5,275.95
16966,2148.47,10,214.84699999999998
17125,259.35,1,259.35
17015,1842.56,3,614.1866666666666
14021,631.9,3,210.63333333333333
16961,234.17,1,234.17
13894,535.97,5,107.194
15920,167.5,4,41.875
16107,3204.16,7,457.7371428571428
16800,1201.49,1,1201.49
14305,1803.76,5,360.752
15453,1388.37,7,198.3385714285714
16906,579.77,4,144.9425
13079,220.10000000000002,5,44.02
18235,1796.48,3,598.8266666666667
15120,343.82,2,171.91
12402,225.6,1,225.6
15225,409.40000000000003,1,409.40000000000003
14314,120,1,120
17739,2786.05,8,348.25625
13531,483.79999999999995,2,241.89999999999998
12536,4106.82,5,821.3639999999999
15165,487.75,1,487.75
16173,1406.5700000000002,7,200.93857142857146
16777,226.35,2,113.175
15638,-94,1,-94
14690,358.61,3,119.53666666666668
13348,233.76,1,233.76
13372,378.64,1,378.64
12641,185.9,1,185.9
12755,2203.2,4,550.8
13327,3617.57,9,401.95222222222225
12491,460.40000000000003,1,460.40000000000003
12462,1124.01,4,281.0025
15321,2650.73,4,662.6825
12552,437.82,2,218.91
13831,2202.99,6,367.16499999999996
12652,914.53,2,457.265
17232,421.52,2,210.76
17707,152.4,2,76.2
16156,3024.62,13,232.66307692307691
18248,783.02,4,195.755
14857,1165.65,3,388.55
14539,537.48,2,268.74
16324,428.68,3,142.89333333333335
17709,137.45000000000002,1,137.45000000000002
16611,120.99000000000001,2,60.495000000000005
17712,522.91,1,522.91
12723,725.0699999999999,5,145.01399999999998
18113,76.32000000000001,1,76.32000000000001
16401,4061.24,20,203.06199999999998
14177,554.46,5,110.89200000000001
14251,2879.7,5,575.9399999999999
14349,133.5,1,133.5
12394,1272.48,2,636.24
17653,1175.88,5,235.17600000000002
14666,195.25,1,195.25
15175,224.14,1,224.14
12811,514.85,3,171.61666666666667
17504,2745.28,10,274.528
14434,1372.8,6,228.79999999999998
18017,523,3,174.33333333333334
16647,214.06,2,107.03
14493,2362.84,7,337.54857142857145
12586,179.94000000000003,2,89.97000000000001
12624,641.13,2,320.565
14665,1258.3799999999999,7,179.76857142857142
16416,1026.99,4,256.7475
15609,270.03000000000003,2,135.01500000000001
16597,90.04,1,90.04
